Date,Cash,AAPL Qty,MSFT Qty,JPM Qty,XOM Qty,JNJ Qty,PG Qty,NVDA Qty,CAT Qty,HD Qty,AMZN Qty,AAPL Close,MSFT Close,JPM Close,XOM Close,JNJ Close,PG Close,NVDA Close,CAT Close,HD Close,AMZN Close,Portfolio Value,Market Value
2024-11-01,116385.68000000012,482,304,-397,0,615,836,733,412,365,516,222.91,410.37,222.94,114.95,160.13,165.1,135.4,379.63,392.59,197.93,881274.46,997660.1400000001
2024-11-04,116385.68000000012,482,304,-397,0,615,836,733,412,365,516,222.01,408.46,219.78,118.61,158.24,165.08,136.05,376.52,395.57,195.78,879508.8999999999,995894.5800000001
2024-11-05,218104.09000000014,482,304,-397,0,615,836,0,412,365,516,223.45,411.46,221.49,118.96,158.35,165.76,139.91,383.37,400.09,199.5,787739.11,1005843.2000000002
2024-11-06,670913.7800000001,482,304,0,0,615,0,0,0,0,0,222.72,420.18,247.06,121.0,157.88,161.05,145.61,416.88,388.37,207.09,332181.96,1003095.7400000002
2024-11-07,908681.7800000001,0,0,0,0,615,0,0,0,0,0,227.48,425.43,236.38,121.15,156.73,163.41,148.88,408.21,399.44,210.05,96388.95,1005070.7300000001
2024-11-08,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,226.96,422.54,236.98,121.11,155.47,167.71,147.63,393.37,405.9,208.18,0.0,1004689.4300000002
2024-11-11,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,224.23,418.01,239.29,120.47,155.04,166.03,145.26,396.54,408.29,206.84,0.0,1004689.4300000002
2024-11-12,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,224.23,423.03,239.56,120.35,152.64,165.84,148.29,393.01,403.08,208.91,0.0,1004689.4300000002
2024-11-13,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,225.12,425.2,241.16,121.47,153.24,166.58,146.27,387.07,410.19,214.1,0.0,1004689.4300000002
2024-11-14,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,228.22,426.89,241.87,120.56,151.87,167.08,146.76,387.36,405.72,211.48,0.0,1004689.4300000002
2024-11-15,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,225.0,415.0,245.31,119.31,154.0,169.54,141.98,384.07,408.18,202.61,0.0,1004689.4300000002
2024-11-18,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,228.02,415.76,245.03,120.31,154.77,170.75,140.15,384.46,410.44,201.7,0.0,1004689.4300000002
2024-11-19,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,228.28,417.79,243.09,118.63,153.0,170.76,147.01,382.33,406.8,204.61,0.0,1004689.4300000002
2024-11-20,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,229.0,415.49,240.78,120.32,153.11,170.89,145.89,381.5,400.0,202.88,0.0,1004689.4300000002
2024-11-21,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,228.52,412.87,244.76,121.93,155.5,172.75,146.67,389.59,410.45,198.38,0.0,1004689.4300000002
2024-11-22,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,229.87,417.0,248.55,121.79,155.17,176.28,141.95,397.49,420.0,197.12,0.0,1004689.4300000002
2024-11-25,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,232.87,418.79,250.29,119.97,155.78,177.39,136.02,405.65,428.67,201.45,0.0,1004689.4300000002
2024-11-26,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,235.06,427.99,249.97,117.97,154.52,179.31,136.92,407.83,429.52,207.86,0.0,1004689.4300000002
2024-11-27,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,234.93,422.99,249.79,117.66,155.4,179.36,135.34,403.7,427.19,205.74,0.0,1004689.4300000002
2024-11-29,1004689.4300000002,0,0,0,0,0,0,0,0,0,0,237.33,423.46,249.72,117.96,155.01,179.26,138.25,406.11,429.13,207.89,0.0,1004689.4300000002
2024-12-02,2004258.4700000002,-784,-333,-769,1213,-685,-1119,1320,-457,-434,-614,239.59,430.98,246.25,117.85,154.8,179.7,138.63,402.51,426.96,210.71,-1000523.4500000002,1003735.02
2024-12-03,2004258.4700000002,-784,-333,-769,1213,-685,-1119,1320,-457,-434,-614,242.65,431.2,244.82,117.67,152.36,175.42,140.26,399.26,429.35,213.44,-994730.3300000001,1009528.1400000001
2024-12-04,2004258.4700000002,-784,-333,-769,1213,-685,-1119,1320,-457,-434,-614,243.01,437.42,243.4,114.28,150.47,175.11,145.14,399.51,427.92,218.16,-994412.4900000001,1009845.9800000001
2024-12-05,1913226.4900000002,-784,0,-769,1213,-685,-1119,0,-457,-434,0,243.04,442.62,245.48,114.78,149.52,176.03,145.06,394.98,426.54,220.55,-905112.33,1008114.1600000003
2024-12-06,1913226.4900000002,-784,0,-769,1213,-685,-1119,0,-457,-434,0,242.84,443.57,247.36,113.57,149.31,173.82,142.44,395.03,431.37,227.03,-907371.21,1005855.2800000003
2024-12-09,1913226.4900000002,-784,0,-769,1213,-685,-1119,0,-457,-434,0,246.75,446.02,243.81,112.9,149.6,170.79,138.81,399.26,429.18,226.09,-906310.14,1006916.3500000002
2024-12-10,1913226.4900000002,-784,0,-769,1213,-685,-1119,0,-457,-434,0,247.77,443.33,242.86,112.67,149.23,172.28,135.07,388.39,422.59,225.04,-900244.47,1012982.0200000003
2024-12-11,1752148.3000000003,0,0,-769,0,0,-1119,0,-457,-434,0,246.49,448.99,243.53,111.92,146.64,170.63,139.31,388.87,421.38,230.26,-738802.05,1013346.2500000002
2024-12-12,1576093.6200000003,0,0,-769,0,0,-1119,0,0,-434,0,247.96,449.56,241.53,111.82,146.24,170.85,137.34,380.78,414.42,228.97,-556776.0,1019317.6200000003
2024-12-13,1576093.6200000003,0,0,-769,0,0,-1119,0,0,-434,0,248.13,447.27,239.94,110.84,146.62,171.06,134.25,380.51,416.98,227.46,-556899.3200000001,1019194.3000000003
2024-12-16,1576093.6200000003,0,0,-769,0,0,-1119,0,0,-434,0,251.04,451.59,239.58,108.47,143.85,171.14,132.0,378.92,410.71,232.93,-553990.82,1022102.8000000004
2024-12-17,1576093.6200000003,0,0,-769,0,0,-1119,0,0,-434,0,253.48,454.46,238.36,108.01,146.41,170.33,130.39,375.8,408.47,231.15,-551174.09,1024919.5300000004
2024-12-18,1033756.1000000001,0,0,0,0,0,0,0,0,0,0,248.05,437.39,230.37,106.42,144.75,169.08,128.91,363.89,393.82,220.52,0.0,1033756.1000000001
2024-12-19,1033756.1000000001,0,0,0,0,0,0,0,0,0,0,249.79,437.03,232.96,105.51,143.58,169.19,130.68,360.37,385.02,223.29,0.0,1033756.1000000001
2024-12-20,1033756.1000000001,0,0,0,0,0,0,0,0,0,0,254.49,436.6,237.6,105.87,144.47,168.06,134.7,366.04,392.6,224.92,0.0,1033756.1000000001
2024-12-23,1033756.1000000001,0,0,0,0,0,0,0,0,0,0,255.27,435.25,238.39,106.3,145.27,168.11,139.67,365.39,392.45,225.06,0.0,1033756.1000000001
2024-12-24,1033756.1000000001,0,0,0,0,0,0,0,0,0,0,258.2,439.33,242.31,106.4,145.85,168.94,140.22,367.57,396.14,229.05,0.0,1033756.1000000001
2024-12-26,1033756.1000000001,0,0,0,0,0,0,0,0,0,0,259.02,438.11,243.14,106.49,145.58,170.16,139.93,367.12,395.14,227.05,0.0,1033756.1000000001
2024-12-27,1033756.1000000001,0,0,0,0,0,0,0,0,0,0,255.59,430.53,241.17,106.48,145.05,169.53,137.01,364.86,392.86,223.75,0.0,1033756.1000000001
2024-12-30,1033756.1000000001,0,0,0,0,0,0,0,0,0,0,252.2,424.83,239.32,105.76,143.34,167.09,137.49,363.01,389.43,221.3,0.0,1033756.1000000001
2024-12-31,1033756.1000000001,0,0,0,0,0,0,0,0,0,0,250.42,421.5,239.71,107.57,144.62,167.65,134.29,362.76,388.99,219.39,0.0,1033756.1000000001
2025-01-02,34254.620000000374,-509,340,471,1151,628,675,1048,396,335,540,243.85,418.58,240.0,107.31,144.02,165.98,138.31,359.77,388.46,220.22,993703.12,1027957.7400000003
2025-01-03,185093.2600000004,-509,340,471,1151,628,675,0,396,335,540,243.36,423.35,243.28,107.86,144.19,165.13,144.47,363.79,389.18,224.19,856313.31,1041406.5700000004
2025-01-06,185093.2600000004,-509,340,471,1151,628,675,0,396,335,540,245.0,427.85,240.85,107.74,143.66,160.6,149.43,364.2,389.37,227.61,854408.1199999999,1039501.3800000002
2025-01-07,185093.2600000004,-509,340,471,1151,628,675,0,396,335,540,242.21,422.37,243.17,108.75,146.23,161.3,140.14,363.0,384.23,222.11,853139.62,1038232.8800000004
2025-01-08,185093.2600000004,-509,340,471,1151,628,675,0,396,335,540,242.7,424.56,243.13,106.93,142.27,162.1,140.11,361.07,387.2,222.13,849815.74,1034909.0000000003
2025-01-10,172042.50000000038,0,340,471,1151,628,0,0,396,335,540,236.85,418.95,239.87,106.54,142.06,158.56,135.91,351.0,389.89,218.94,855099.74,1027142.2400000003
2025-01-13,172042.50000000038,0,340,471,1151,628,0,0,396,335,540,234.4,417.19,244.21,109.29,144.47,158.84,133.23,362.5,389.18,218.46,865281.1600000001,1037323.6600000005
2025-01-14,172042.50000000038,0,340,471,1151,628,0,0,396,335,540,233.28,415.67,247.47,109.72,144.75,159.74,131.76,371.57,392.78,217.76,871390.3099999999,1043432.8100000003
2025-01-15,172042.50000000038,0,340,471,1151,628,0,0,396,335,540,237.87,426.31,252.35,111.51,144.97,159.65,136.24,374.89,406.09,223.35,888297.0100000001,1060339.5100000005
2025-01-16,292623.2100000003,0,340,0,1151,628,0,0,396,335,540,228.26,424.58,254.27,111.32,147.77,160.5,133.57,380.55,409.33,220.66,772265.83,1064889.0400000003
2025-01-17,445621.77000000037,0,340,0,1151,628,0,0,0,335,540,229.98,429.03,259.16,112.32,147.03,161.13,137.71,386.02,409.38,225.94,626635.26,1072257.0300000003
2025-01-21,585135.8700000003,0,340,0,1151,628,0,0,0,0,540,222.64,428.5,263.03,111.47,148.15,161.72,140.83,398.36,418.43,230.71,491613.57,1076749.4400000004
2025-01-22,712073.6700000004,0,340,0,1151,628,0,0,0,0,0,223.83,446.2,262.84,109.53,145.27,164.74,147.07,397.61,410.1,235.01,369006.59,1081080.2600000005
2025-01-23,712073.6700000004,0,340,0,1151,628,0,0,0,0,0,223.66,446.71,265.95,110.15,146.64,166.15,147.22,406.4,414.39,235.42,370753.97,1082827.6400000004
2025-01-24,712073.6700000004,0,340,0,1151,628,0,0,0,0,0,222.78,444.06,264.84,108.66,146.82,164.12,142.62,407.63,414.5,234.85,368251.02,1080324.6900000004
2025-01-27,712073.6700000004,0,340,0,1151,628,0,0,0,0,0,229.86,434.56,265.85,110.17,152.89,169.66,118.42,394.98,424.87,235.42,370570.99,1082644.6600000004
2025-01-28,712073.6700000004,0,340,0,1151,628,0,0,0,0,0,238.26,447.2,267.14,108.04,150.38,166.19,128.99,390.29,418.83,238.15,370840.68000000005,1082914.3500000006
2025-01-29,712073.6700000004,0,340,0,1151,628,0,0,0,0,0,239.36,442.33,266.58,108.67,151.15,166.23,123.7,393.23,413.42,237.07,370393.57,1082467.2400000005
2025-01-30,808791.9500000004,0,340,0,1151,0,0,0,0,0,0,237.59,414.99,268.23,109.57,152.87,167.41,124.65,374.98,414.5,234.64,267211.67,1076003.6200000003
2025-01-31,1072873.6800000004,0,0,0,0,0,0,0,0,0,0,236.0,415.06,267.3,106.83,152.15,165.99,120.07,371.44,411.98,237.68,0.0,1072873.6800000004
2025-02-03,2072238.3800000004,1041,860,-1332,-2002,-2055,-1447,3358,-672,-705,-1424,228.01,410.92,266.81,107.09,151.87,168.76,116.66,361.55,408.76,237.42,-1012803.2600000001,1059435.12
2025-02-04,2072238.3800000004,1041,860,-1332,-2002,-2055,-1447,3358,-672,-705,-1424,232.8,412.37,267.94,109.96,153.49,168.13,118.65,361.95,411.49,242.06,-1018356.6499999999,1053881.7300000004
2025-02-05,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,232.47,413.29,270.43,109.88,154.69,169.01,124.83,358.85,413.82,236.17,-1414403.65,1074394.6300000004
2025-02-06,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,233.22,415.82,276.9,108.43,153.51,168.88,128.68,365.45,414.16,238.83,-1423011.9700000002,1065786.31
2025-02-07,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,227.63,409.75,275.8,108.89,153.12,167.97,129.84,363.88,407.37,229.15,-1411762.5500000003,1077035.73
2025-02-10,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,227.65,412.22,271.04,110.97,154.24,167.53,133.57,363.22,413.99,233.14,-1419011.63,1069786.6500000004
2025-02-11,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,232.62,411.44,274.99,111.67,156.13,169.43,132.8,362.23,416.36,232.76,-1428269.16,1060529.1200000003
2025-02-12,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,236.87,409.04,275.45,107.35,155.26,169.58,131.14,352.04,407.14,228.93,-1397500.49,1091297.7900000003
2025-02-13,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,241.53,410.54,276.32,108.13,157.25,171.02,135.29,353.7,412.43,230.37,-1407148.4900000002,1081649.79
2025-02-14,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,244.6,408.43,276.59,108.24,156.15,162.89,138.85,353.32,409.5,228.68,-1387594.9000000001,1101203.3800000001
2025-02-18,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,244.47,409.64,279.95,110.14,154.99,165.43,139.4,354.0,403.31,226.65,-1389462.8200000003,1099335.46
2025-02-19,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,244.87,414.77,279.25,110.3,157.89,166.49,139.23,353.0,395.43,226.63,-1385259.98,1103538.3000000003
2025-02-20,2488798.2800000003,1041,860,-1332,-2002,-2055,-1447,0,-672,-705,-1424,245.83,416.13,266.8,112.0,159.68,167.21,140.11,349.15,394.64,222.88,-1366147.1600000001,1122651.12
2025-02-21,2103210.8700000006,0,860,-1332,-2002,0,-1447,0,-672,-705,0,245.55,408.21,264.24,110.69,162.3,170.23,134.43,340.04,385.3,216.58,-968974.65,1134236.2200000007
2025-02-24,2103210.8700000006,0,860,-1332,-2002,0,-1447,0,-672,-705,0,247.1,404.0,261.34,111.27,163.74,170.54,130.28,338.92,382.42,212.71,-967559.1399999999,1135651.7300000007
2025-02-25,2103210.8700000006,0,860,-1332,-2002,0,-1447,0,-672,-705,0,247.04,397.9,257.4,109.73,166.09,172.65,126.63,342.36,393.29,212.8,-977502.1800000002,1125708.6900000004
2025-02-26,2103210.8700000006,0,860,-1332,-2002,0,-1447,0,-672,-705,0,240.36,399.73,258.79,109.46,163.08,171.3,131.28,342.58,390.48,214.35,-973452.66,1129758.2100000004
2025-02-27,2103210.8700000006,0,860,-1332,-2002,0,-1447,0,-672,-705,0,237.3,392.53,259.05,110.15,163.73,171.97,120.15,340.0,390.27,208.74,-980460.04,1122750.8300000005
2025-02-28,1106941.9300000006,0,0,0,0,0,0,0,0,0,0,241.84,396.99,264.65,111.33,165.02,173.84,124.92,343.95,396.6,212.28,0.0,1106941.9300000006
2025-03-03,106987.1400000006,-2162,1334,1807,-3778,-3392,-3646,4457,1425,1363,2539,238.03,388.49,260.62,107.76,167.28,175.59,114.06,332.04,389.69,205.02,893048.6299999999,1000035.7700000005
2025-03-04,106987.1400000006,-2162,1334,1807,-3778,-3392,-3646,4457,1425,1363,2539,235.93,388.61,250.25,107.54,165.42,173.18,115.99,326.75,381.68,203.8,881986.01,988973.1500000006
2025-03-05,106987.1400000006,-2162,1334,1807,-3778,-3392,-3646,4457,1425,1363,2539,235.74,401.02,251.53,105.44,165.12,174.61,117.3,338.49,386.35,208.36,945513.5299999999,1052500.6700000004
2025-03-06,601001.0200000004,-2162,1334,1807,-3778,-3392,-3646,0,1425,1363,2539,235.33,396.89,246.54,107.62,165.83,174.66,110.57,341.01,381.73,200.7,376086.04000000004,977087.0600000004
2025-03-07,601001.0200000004,-2162,1334,1807,-3778,-3392,-3646,0,1425,1363,2539,239.07,393.31,242.28,109.02,166.69,175.95,112.69,350.3,376.8,199.25,345454.0700000002,946455.0900000005
2025-03-10,1510733.1800000002,-2162,1334,0,-3778,-3392,-3646,0,1425,1363,0,227.48,380.16,232.22,111.8,167.7,176.26,106.98,345.21,374.65,194.54,-615968.8799999997,894764.3000000005
2025-03-11,1510733.1800000002,-2162,1334,0,-3778,-3392,-3646,0,1425,1363,0,220.84,380.45,229.14,109.16,165.86,173.12,108.76,339.77,368.16,196.59,-590160.5699999998,920572.6100000003
2025-03-12,1043524.9800000006,0,1334,0,-3778,-3392,-3646,0,1425,1363,0,216.98,383.27,227.9,109.13,162.85,168.37,115.74,338.13,364.73,198.89,-88312.93999999989,955212.0400000007
2025-03-13,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,209.68,378.77,225.19,108.67,162.99,168.59,115.58,333.31,347.25,193.89,-597850.55,929253.2000000004
2025-03-14,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,213.49,388.56,232.44,111.9,162.81,167.97,121.67,339.64,351.31,197.95,-585102.3,942001.4500000004
2025-03-17,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,214.0,388.7,233.93,113.76,162.84,169.76,119.53,342.64,354.13,195.74,-594295.72,932808.0300000005
2025-03-18,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,212.69,383.52,234.97,113.64,164.25,167.71,115.43,336.71,349.57,192.82,-606511.1499999999,920592.6000000006
2025-03-19,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,215.24,387.82,239.11,115.41,162.99,168.57,117.52,338.62,353.42,195.54,-603601.8999999999,923501.8500000006
2025-03-20,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,214.1,386.84,239.01,115.9,163.02,167.55,118.53,336.25,355.52,194.95,-606520.5300000003,920583.2200000002
2025-03-21,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,218.27,391.26,241.63,115.5,163.63,166.69,117.7,335.78,351.15,196.21,-598716.3599999999,928387.3900000006
2025-03-24,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,220.73,393.08,248.06,115.8,163.29,165.65,121.41,341.67,363.77,203.26,-584083.51,943020.2400000005
2025-03-25,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,223.75,395.16,251.13,116.59,161.02,162.85,120.69,342.62,360.99,205.71,-565031.02,962072.7300000004
2025-03-26,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,221.53,389.97,251.03,118.27,161.72,166.58,113.76,341.11,362.13,201.13,-596427.25,930676.5000000005
2025-03-27,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,223.85,390.58,248.12,117.89,163.13,168.71,111.43,339.3,362.73,201.36,-609305.8200000001,917797.9300000004
2025-03-28,1527103.7500000005,0,1334,0,-3778,-3392,-3646,0,1425,0,0,217.9,378.8,242.85,117.73,163.71,168.03,109.67,329.69,358.15,192.72,-637598.19,889505.5600000005
2025-03-31,864640.8700000009,0,0,0,0,0,0,0,0,0,0,222.13,375.39,245.3,118.93,165.84,170.42,108.38,329.8,366.49,190.26,0.0,864640.8700000009
2025-04-01,-135084.09999999896,1038,572,-564,-2566,1136,1231,2777,-614,489,1750,223.19,382.19,243.66,119.04,153.25,170.56,110.15,330.57,365.52,192.17,1009407.73,874323.630000001
2025-04-02,209875.90000000104,1038,572,-564,-2566,1136,1231,2777,-614,489,0,223.89,382.14,245.82,118.67,155.36,169.5,110.42,334.66,370.89,196.01,675495.97,885371.870000001
2025-04-03,98809.68000000113,0,572,0,0,1136,1231,0,0,489,0,203.19,373.11,228.69,112.43,159.82,172.39,101.8,305.76,355.91,178.41,781226.52,880036.2000000011
2025-04-04,98809.68000000113,0,572,0,0,1136,1231,0,0,489,0,188.38,359.84,210.28,104.34,153.24,163.75,94.31,288.08,353.9,171.0,754542.47,853352.1500000011
2025-04-07,833245.7100000012,0,0,0,0,0,0,0,0,0,0,181.46,357.86,214.44,102.94,150.62,160.23,97.64,280.06,341.51,175.26,0.0,833245.7100000012
2025-04-08,833245.7100000012,0,0,0,0,0,0,0,0,0,0,172.42,354.56,216.87,100.77,150.0,158.39,96.3,273.94,335.24,170.66,0.0,833245.7100000012
2025-04-09,833245.7100000012,0,0,0,0,0,0,0,0,0,0,198.85,390.49,234.34,105.8,150.97,162.32,114.33,301.01,355.39,191.1,0.0,833245.7100000012
2025-04-10,833245.7100000012,0,0,0,0,0,0,0,0,0,0,190.42,381.35,227.11,99.93,148.69,163.56,107.57,289.16,353.62,181.22,0.0,833245.7100000012
2025-04-11,833245.7100000012,0,0,0,0,0,0,0,0,0,0,198.15,388.45,236.2,103.14,151.73,166.91,110.93,293.45,353.86,184.87,0.0,833245.7100000012
2025-04-14,833245.7100000012,0,0,0,0,0,0,0,0,0,0,202.52,387.81,234.72,103.39,154.36,169.13,110.71,298.12,357.2,182.12,0.0,833245.7100000012
2025-04-15,833245.7100000012,0,0,0,0,0,0,0,0,0,0,202.14,385.73,233.13,103.1,153.62,168.47,112.2,293.43,354.11,179.59,0.0,833245.7100000012
2025-04-16,833245.7100000012,0,0,0,0,0,0,0,0,0,0,194.27,371.61,229.61,104.19,153.91,166.39,104.49,290.14,345.99,174.33,0.0,833245.7100000012
2025-04-17,833245.7100000012,0,0,0,0,0,0,0,0,0,0,196.98,367.78,231.96,106.92,157.47,170.63,101.49,294.25,355.06,172.61,0.0,833245.7100000012
2025-04-21,833245.7100000012,0,0,0,0,0,0,0,0,0,0,193.16,359.12,228.99,105.35,156.92,165.75,96.91,284.74,346.9,167.32,0.0,833245.7100000012
2025-04-22,833245.7100000012,0,0,0,0,0,0,0,0,0,0,199.74,366.82,235.59,108.3,157.75,167.88,98.89,291.17,354.43,173.18,0.0,833245.7100000012
2025-04-23,833245.7100000012,0,0,0,0,0,0,0,0,0,0,204.6,374.39,240.88,107.37,155.38,165.73,102.71,295.77,356.42,180.6,0.0,833245.7100000012
2025-04-24,833245.7100000012,0,0,0,0,0,0,0,0,0,0,208.37,387.3,244.64,108.63,154.93,159.53,106.43,306.86,359.64,186.54,0.0,833245.7100000012
2025-04-25,833245.7100000012,0,0,0,0,0,0,0,0,0,0,209.28,391.85,243.55,108.57,154.58,161.02,111.01,306.45,357.58,188.99,0.0,833245.7100000012
2025-04-28,833245.7100000012,0,0,0,0,0,0,0,0,0,0,210.14,391.16,243.22,108.63,155.35,161.85,108.73,307.06,356.92,187.7,0.0,833245.7100000012
2025-04-29,833245.7100000012,0,0,0,0,0,0,0,0,0,0,211.21,394.04,244.62,108.36,155.91,162.26,109.02,307.4,359.0,187.39,0.0,833245.7100000012
2025-04-30,833245.7100000012,0,0,0,0,0,0,0,0,0,0,210.77,390.06,242.25,105.04,155.81,161.97,106.95,303.57,357.69,181.88,0.0,833245.7100000012
